Sac date,Mouse ID,Coat Color,time sacrificed,Sex,DOB,Age at Sac (days),Body Weight,Nose-Anal Length,Glucose,RFP mg,GFP mg,BFP mg,FFP mg,Adiposity (RFP+GFP+FFP/BW),Comments,Soleus mg,Gastroc mg,FL,ML,AP,Generation
9/25/18,503,agouti,14:40,M,7/3/18,84,30.6,10.5,79,30.3,202.5,39.3,135.7,,see weight records for weight loss,6.3,152.8,16.06,1.8,1.3,G31
9/25/18,504,white,15:04,M,7/3/18,84,28,9.7,86,167.2,354.6,60.4,442.7,,NA,4.7,119.9,15.5,1.54,1.35,G31
9/25/18,505,agouti,15:31,M,7/3/18,84,26.6,10.1,57,29.3,165.7,56,117.6,,NA,5.8,143.7,15.46,1.58,1.18,G31
9/25/18,506,agouti,16:00,M,7/3/18,84,29.9,10.1,128,134.8,614.9,39.9,281.2,,NA,5.8,170.5,15.66,1.63,1.24,G31
9/25/18,507,white,16:27,M,7/3/18,84,29.5,10.2,153,321.9,844.5,64.5,666,,see weight records for weight loss,4,153.2,15.76,1.48,1.34,G31
9/27/18,508,agouti,13:51,M,7/3/18,86,28.3,10.4,83,143.3,448.1,61,297.2,,NA,5.4,156.4,15.61,1.65,1.28,G31
9/27/18,509,black,14:11,M,7/3/18,86,24.5,9.9,71,101.8,309.3,55.6,252.8,,NA,3.6,124.8,14.25,1.61,1.2,G31
9/27/18,510,white,14:35,M,7/3/18,86,42.3,10.7,97,320,1169.7,215.5,1126.5,,NA,4.5,185.9,16.1,1.92,1.48,G31
9/27/18,511,black,15:07,M,7/3/18,86,22.5,9.9,145,88.8,219.9,81.2,303.5,,NA,2.2,128.6,14.88,1.44,1.21,G31
9/27/18,512,agouti,15:34,M,7/3/18,86,31.1,10.3,141,161.1,735.5,112.4,597,,NA,7.4,124.3,15.59,1.92,1.46,G31
9/28/18,513,white,13:36,M,7/3/18,87,27.7,10.1,130,111.2,368,112.1,352.9,,NA,5,152.4,15.61,1.69,1.35,G31
9/28/18,514,white,14:09,M,7/3/18,87,36.6,11,91,304,1269.7,81.5,915.2,,NA,5.6,152.8,16.45,1.71,1.36,G31
9/28/18,515,agouti,14:48,M,7/3/18,87,22.6,9.7,58,26.2,213.4,31.8,109.5,,NA,4.1,106.8,14.7,1.8,1.31,G31
9/28/18,516,agouti,15:20,M,7/3/18,87,37.4,11.1,169,258.3,823.8,174.4,677.4,,decapitated,8.2,192,16.83,1.84,1.46,G31
9/28/18,517,white,15:57,M,7/3/18,87,33.1,10.7,121,283.8,977.2,79.8,547.5,,NA,5.9,139.4,15.42,1.65,1.31,G31
9/24/18,518,agouti,10:45,F,7/3/18,83,20.3,9.4,110,20,154.1,37.5,212.2,,NA,4.6,122.4,14.79,1.5,1.16,G31
9/24/18,519,agouti,11:15,F,7/3/18,83,23.3,9.8,93,124.9,398.6,65.8,408.9,,NA,4.1,120.2,15.4,1.55,1.17,G31
9/24/18,520,black,11:35,F,7/3/18,83,27.5,10.2,137,144.1,864.2,105.6,529.9,,decapitated,6.8,137.4,15.5,1.73,1.35,G31
9/24/18,521,white,12:05,F,7/3/18,83,28.7,9.9,103,197.2,931.7,70.6,581.7,,NA,5.2,130.1,14.42,1.53,1.36,G31
9/24/18,522,white,12:33,F,7/3/18,83,32.9,10.6,102,296.3,1795.5,80,741.7,,no brain collected,7.5,151.6,16.55,1.48,1.35,G31
9/25/18,523,agouti,11:53,F,7/3/18,84,27.6,10.1,85,79.2,585,57.4,582.7,,NA,7.3,133.5,16.86,1.51,1.21,G31
9/25/18,524,agouti,12:29,F,7/3/18,84,29.4,9.7,112,226.8,1866.4,127.8,992.4,,NA,6,118.5,14.61,1.26,1.22,G31
9/25/18,525,agouti,12:52,F,7/3/18,84,24,9.1,56,129.1,651.7,77.7,506.2,,NA,5.8,128.2,15.04,1.45,1.2,G31
9/25/18,526,black,13:23,F,7/3/18,84,29.3,9.8,65,189.8,742.9,65.9,617,,NA,9.8,127.8,15.87,1.54,1.27,G31
9/25/18,527,white,13:45,F,7/3/18,84,18.9,9.2,60,32.6,144,56.5,225.2,,NA,3.4,79.1,14.66,1.5,1.16,G31
9/27/18,528,agouti,10:44,F,7/3/18,86,26,9.7,114,74.6,624.9,60.3,317.5,,NA,6,150.7,15.33,1.57,1.4,G31
9/27/18,529,agouti/blaze,11:13,F,7/3/18,86,23,9.7,85,88.1,209.5,67.8,284.3,,NA,4.9,125.3,15.23,1.51,1.23,G31
9/27/18,530,black,11:38,F,7/3/18,86,26.1,10.2,128,40.2,238.3,98.1,279.4,,NA,5.3,146.5,15.92,1.68,1.31,G31
9/27/18,531,white,12:05,F,7/3/18,86,29.3,10.5,123,52.2,381.2,42.1,205.4,,NA,5.9,148.6,16.02,1.71,1.37,G31
9/27/18,532,white,12:30,F,7/3/18,86,26.9,9.8,90,113.6,480,54.4,345.4,,NA,4.7,118.4,15.08,1.43,1.27,G31
9/28/18,533,agouti,10:45,F,7/3/18,87,18.1,9.7,47,26.3,122.5,45.1,152,,NA,3.1,110.7,14.17,1.37,1.13,G31
9/28/18,534,agouti,11:07,F,7/3/18,87,23.9,9.3,57,90,681.6,101.7,469.6,,NA,4.4,111.1,14.18,1.58,1.25,G31
9/28/18,535,black,11:30,F,7/3/18,87,22.2,9.4,85,36.5,168.4,34.4,134.2,,NA,4.3,128.6,15.39,1.49,1.2,G31
9/28/18,536,black,11:50,F,7/3/18,87,28.4,10.7,60,65.2,309.1,44.5,223.3,,NA,4.9,167.8,15.98,1.6,1.19,G31
9/28/18,537,black,12:15,F,7/3/18,87,22,9.4,91,12.6,129.8,44.2,122,,NA,4.3,118.2,14.87,1.37,1.15,G31
10/22/18,538,agouti,13:43,M,7/24/18,90,33,10.3,88,291.4,78,129.3,444.3,,NA,3.6,160.4,15.12,1.6,1.18,G31
10/22/18,539,agouti,14:13,M,7/24/18,90,30.3,10.3,116,94,514.1,80.5,324.8,,NA,4.1,167.5,15.66,1.76,1.4,G31
10/22/18,540,black,14:36,M,7/24/18,90,24.3,10.2,102,38.8,218.6,41.1,175,,NA,4.7,128.4,15.4,1.55,1.19,G31
10/22/18,541,black,15:03,M,7/24/18,90,31.3,10,81,48.4,234,40,216.5,,NA,4.8,127.3,14.86,1.51,1.24,G31
10/22/18,542,black,15:31,M,7/24/18,90,23.7,10.8,86,64.1,277.5,57.3,277.4,,NA,7.4,174.9,16.54,1.86,1.45,G31
10/23/18,543,black,13:55,M,7/24/18,91,43.1,10.7,110,414.8,913,107.7,965,,NA,6.6,193.3,16,1.87,1.34,G31
10/23/18,544,agouti,14:26,M,7/24/18,91,30.3,10.6,70,83.8,302.2,55,207,,NA,5.5,166.5,16.14,1.6,1.31,G31
10/23/18,545,agouti,14:55,M,7/24/18,91,36,10.6,72,195,583.5,63.6,943,,NA,6.8,186.5,16.1,1.61,1.3,G31
10/23/18,546,white,15:31,M,7/24/18,91,33.5,10.5,74,158.8,520.1,97.6,342.6,,NA,5.4,164.4,15.86,1.58,1.26,G31
10/23/18,547,agouti,16:03,M,7/24/18,91,35.8,10.6,110,354.7,1123.8,79.4,830.4,,NA,3.7,170.5,16.16,1.7,1.34,G31
10/24/18,548,black,13:38,M,7/24/18,92,23.7,9.7,93,45.6,198.9,42,129.4,,NA,5.2,121,14.54,1.51,1.28,G31
10/24/18,549,agouti,14:01,M,7/24/18,92,25.3,9.8,77,114.6,498.9,65.3,281.8,,NA,3.2,134.7,15.12,1.71,1.2,G31
10/24/18,550,agouti,14:32,M,7/24/18,92,24.3,9.9,113,87,269.3,44.1,329.5,,NA,4.8,101.2,14.76,1.43,1.2,G31
10/24/18,551,agouti,15:04,M,7/24/18,92,26.1,10,95,66,455.6,53.7,305.7,,NA,4.6,145.9,14.67,1.62,1.26,G31
10/24/18,552,white,15:44,M,7/24/18,92,41,10.9,115,416.9,1220.1,101.7,844.7,,NA,6.3,182.3,15.9,1.67,1.28,G31
10/26/18,553,agouti,14:00,M,7/24/18,94,27.6,10.1,167,99.7,263.4,34.8,274.9,,NA,4.4,139.3,15.85,1.58,1.4,G31
10/26/18,554,agouti,14:43,M,7/24/18,94,28.7,10.4,71,96.4,362.3,72.9,260.9,,NA,6.2,148.3,16.02,1.66,1.23,G31
10/26/18,555,agouti,15:12,M,7/24/18,94,26.1,10.1,72,74.2,237.6,39.9,241.6,,NA,5.6,136.4,15.54,1.45,1.26,G31
10/26/18,556,agouti,15:53,M,7/24/18,94,30.2,9.9,88,196,775.2,68.4,593,,no soleus found,NA,107.7,14.98,1.53,1.26,G31
10/26/18,557,agouti,16:29,M,7/24/18,94,31.9,10.1,89,367.2,1439.4,104.8,840.1,,NA,3.5,124.4,15.07,1.43,1.15,G31
10/22/18,558,agouti,10:39,F,7/24/18,90,32.9,10.6,97,219.1,1539.7,116.7,1014.8,,NA,6.2,134.2,15.69,1.52,1.31,G31
10/22/18,559,agouti,11:12,F,7/24/18,90,23.7,9.7,81,148.1,743.4,54.9,432.5,,NA,3.5,118.9,15.06,1.59,1.26,G31
10/22/18,560,agouti,11:38,F,7/24/18,90,28.4,10.2,105,151.2,727.7,112.3,618.1,,NA,6.5,162.4,15.37,1.61,1.28,G31
10/22/18,561,agouti,12:02,F,7/24/18,90,31.9,10.4,110,318.2,1619.7,78.3,693.2,,NA,6.2,139.4,16.9,1.62,1.39,G31
10/22/18,562,white,12:25,F,7/24/18,90,20.3,9.1,74,59.4,334.3,52.8,334.9,,NA,3.6,94.1,13.96,1.22,1.01,G31
10/23/18,563,agouti,10:33,F,7/24/18,91,23,9.5,55,76.6,609.5,39.3,302.3,,NA,6.7,118.4,15.23,1.48,1.16,G31
10/23/18,564,agouti,11:00,F,7/24/18,91,19.2,9.4,46,26.2,105.1,34.7,147.2,,NA,3.5,109.3,15.32,1.52,1.21,G31
10/23/18,565,agouti,11:27,F,7/24/18,91,28.2,10.7,60,113.3,563,59.8,254,,NA,4.6,138.5,16.26,1.63,1.24,G31
10/23/18,566,white,12:11,F,7/24/18,91,20.9,8.8,69,68.5,366.8,49.5,237.8,,moved from original box due to overcrowding,3.3,114,13.98,1.44,1.1,G31
10/23/18,567,white,12:51,F,7/24/18,91,23.1,9.5,60,82.5,320.9,72.6,268.7,,moved from original box due to overcrowding,3.5,101.4,15.16,1.59,1.25,G31
10/23/18,568,agouti,11:50,F,7/24/18,91,23.1,9.5,71,94,346,56.4,278,,NA,4,117.2,14.93,1.52,1.2,G31
10/24/18,569,agouti,10:36,F,7/24/18,92,32.5,10.4,89,237.3,892,113.7,533.1,,NA,6.9,158.4,16.76,1.5,1.4,G31
10/24/18,570,agouti,11:00,F,7/24/18,92,20.2,9,94,74.9,455.5,49.9,397.3,,NA,3.7,106.4,14.15,1.48,1.19,G31
10/24/18,571,agouti,11:22,F,7/24/18,92,21.8,9.7,77,38.2,211.4,55.5,224.9,,NA,2.9,127.1,14.52,1.42,1.15,G31
10/24/18,572,black,11:47,F,7/24/18,92,26.4,9.6,104,96.2,553.4,51.4,444.5,,NA,6.2,139.7,15.74,1.48,1.2,G31
10/24/18,573,black,12:18,F,7/24/18,92,30.9,10.3,97,284.9,1271.9,145,895.8,,NA,4.9,138.2,15.31,1.57,1.34,G31
10/26/18,574,agouti,10:52,F,7/24/18,94,20.1,9,63,74.4,368.9,52.3,337.8,,NA,4.2,95.8,14.29,1.48,1.19,G31
10/26/18,575,agouti,11:19,F,7/24/18,94,24.7,9.6,60,95.5,507.8,35.9,412.3,,NA,3.9,136.9,15.01,1.52,1.19,G31
10/26/18,576,black,11:57,F,7/24/18,94,21.1,9.8,45,101,317.9,73.6,244.7,,see weight records for weight loss,3.6,105.6,14.31,1.59,1.28,G31
10/26/18,577,black,12:25,F,7/24/18,94,26.7,10.1,54,110.6,543.3,63.1,303,,NA,5.1,141.4,15.1,1.69,1.33,G31
10/26/18,578,white,12:48,F,7/24/18,94,25.3,9.6,52,140.3,561.3,66,503.8,,NA,4.3,117.2,14.88,1.47,1.14,G31
1/7/19,579,agouti,13:29,M,10/9/18,90,27.5,10,106,135.9,422.9,88.3,349.8,,NA,4.1,140.6,15.04,1.64,1.23,G32
1/7/19,580,agouti,13:54,M,10/9/18,90,25.5,9.9,88,122.2,311.7,85.1,162.8,,NA,8.6,133,16.34,1.56,1.27,G32
1/7/19,581,agouti,14:28,M,10/9/18,90,31.5,10.2,110,191.4,155.4,75.2,759.2,,NA,3.6,130.5,15.35,1.54,1.22,G32
1/7/19,582,white,14:53,M,10/9/18,90,33.3,11,111,83.1,269.5,83.2,244.7,,NA,5.6,194,17.38,1.71,1.34,G32
1/7/19,583,agouti,15:25,M,10/9/18,90,33.1,10.1,102,333.6,1191,152,812.5,,NA,3.8,140.2,14.87,1.75,1.29,G32
1/8/19,584,white,13:46,M,10/9/18,91,30.2,10.6,81,184.7,932.7,59.1,394.8,,"weight loss-see weight/cage records, tail wounds",4.7,142.8,15.87,1.58,1.2,G32
1/8/19,585,white,14:08,M,10/9/18,91,27.4,10,93,116.4,386.7,47.8,236,,NA,4,150.4,15.15,1.54,1.21,G32
1/8/19,586,white,14:50,M,10/9/18,91,28.8,NA,76,68,367,67.6,237.2,,NA,6.3,141.3,16.12,1.73,1.3,G32
1/8/19,587,agouti,15:20,M,10/9/18,91,33.4,10.5,105,163.4,515.1,77.6,397.3,,weight loss-see weight/cage records,7,176.7,15.06,1.7,1.31,G32
1/8/19,588,agouti,15:54,M,10/9/18,91,35.1,10.8,122,404.6,1023.4,82.8,812.2,,NA,5.2,151.4,15.98,1.69,1.26,G32
1/9/19,589,agouti,14:02,M,10/9/18,92,38.1,11.3,60,292,847.1,152.7,853.5,,"R tibia broken, weight loss-see weight/cage records, prolapsed penis",6.8,156.2,16.62,1.58,1.31,G32
1/9/19,590,black,14:30,M,10/9/18,92,25.7,10.3,76,185.6,324.1,127.4,365.3,,weight loss-see weight/cage records,4.4,139.2,14.65,1.42,1.28,G32
1/9/19,591,white,15:03,M,10/9/18,92,27.1,10.1,103,52.8,288.8,45.6,221.9,,no thymus,5.6,142,15.33,1.68,1.16,G32
1/9/19,592,black,15:28,M,10/9/18,92,24.5,10.2,104,67.3,313.2,46.7,231.9,,NA,3.9,139.4,14.31,1.69,1.18,G32
1/9/19,593,black,15:59,M,10/9/18,92,36.7,10.4,124,268.7,1043.2,161.2,1021.6,,NA,6,155.9,15.6,1.73,1.28,G32
1/10/19,594,agouti,13:20,M,10/9/18,93,28.4,10.2,79,144.4,345.9,71.6,257.2,,NA,6.7,166,16.16,1.58,1.28,G32
1/10/19,595,agouti,13:45,M,10/9/18,93,34.9,10.7,59,189.6,882.2,152.9,880.8,,NA,8.5,148.4,15.74,1.67,1.48,G32
1/10/19,596,agouti,14:10,M,10/9/18,93,36.3,10.7,74,210,722.9,94.5,433,,NA,6.4,181.6,15.85,1.78,1.33,G32
1/10/19,597,black,14:36,M,10/9/18,93,29.4,10.3,102,140.6,760.7,116.1,360,,NA,4.4,129.1,15.81,1.56,1.2,G32
1/10/19,598,agouti,15:03,M,10/9/18,93,32.4,10.4,82,139.2,750.3,95.6,382,,NA,6,203.6,15.91,1.9,1.37,G32
1/7/19,599,agouti,10:41,F,10/9/18,90,26.4,10.3,100,139.7,737.9,60.6,589.6,,NA,6.1,127.6,15.65,1.55,1.07,G32
1/7/19,600,agouti,11:09,F,10/9/18,90,27.3,10.2,80,52.4,410.3,60,337.7,,NA,10.4,155.3,16.32,1.74,1.35,G32
1/7/19,601,agouti,11:36,F,10/9/18,90,29.1,10.1,81,252.6,1103.5,118.4,849.4,,NA,3.6,116.4,15.7,1.68,1.31,G32
1/7/19,602,agouti,11:59,F,10/9/18,90,23.5,9.9,87,166.1,35.4,47.8,171.2,,NA,4.8,133.3,15.5,1.57,1.25,G32
1/7/19,603,agouti,12:25,F,10/9/18,90,24.8,9.7,68,214.8,953.5,68.4,693.8,,NA,4.2,125.1,14.91,1.52,1.14,G32
1/8/19,604,agouti,10:43,F,10/9/18,91,28.2,10.2,75,149.4,482.4,58.4,325.8,,NA,7.1,142.6,15.44,1.5,1.24,G32
1/8/19,605,agouti,11:10,F,10/9/18,91,20.8,9.5,47,15.8,80.1,26.2,131,,NA,3.2,110.7,15.36,1.7,1.45,G32
1/8/19,606,agouti,11:32,F,10/9/18,91,25.3,10.2,64,13.9,90.2,57.3,172,,NA,4.2,109.5,15.63,1.5,1.32,G32
1/8/19,607,agouti,11:56,F,10/9/18,91,23.6,9.8,71,34.1,178.3,55.4,195.9,,NA,4.8,132.7,15.22,1.71,1.32,G32
1/8/19,608,white,12:31,F,10/9/18,91,29.3,10.4,43,69.6,401.7,86,322.5,,NA,6.6,146.7,16.36,1.54,1.24,G32
1/9/19,609,agouti,10:23,F,10/9/18,92,22.3,9.7,79,57.8,441.7,61.3,319,,NA,2,109.3,14.33,1.56,1.25,G32
1/9/19,610,agouti,11:03,F,10/9/18,92,25.5,9.7,136,36.2,286.1,43.3,239.8,,NA,6.1,133.8,16.14,1.52,1.19,G32
1/9/19,611,agouti,11:25,F,10/9/18,92,21.7,10.2,80,18,68.8,42.7,155.6,,NA,4.4,109.3,15.9,1.6,1.29,G32
1/9/19,612,agouti,11:48,F,10/9/18,92,25.3,10.2,87,84.9,297,45,428.4,,NA,1.5,133.7,16.04,1.66,1.29,G32
1/9/19,613,white,12:20,F,10/9/18,92,21.7,9.7,67,86.9,438.1,64,375.4,,NA,4.3,109.4,14.22,1.4,1.15,G32
1/10/19,614,agouti,10:28,F,10/9/18,93,25.4,9.9,86,71.1,284.8,75.2,305.5,,NA,4.7,118.6,15.13,1.85,1.32,G32
1/10/19,615,agouti,10:53,F,10/9/18,93,20.2,9.2,115,88.8,360.3,54.6,258.1,,NA,8.7,115.9,13.94,1.42,1.15,G32
1/10/19,616,agouti,11:16,F,10/9/18,93,24.6,10,97,89.2,541.3,64.9,503.1,,NA,6.3,128.3,16,1.54,1.12,G32
1/10/19,617,agouti,11:41,F,10/9/18,93,22.6,9.6,89,51.1,400.9,52.1,285.2,,NA,6.5,109,15.05,1.51,1.29,G32
1/10/19,618,white,12:05,F,10/9/18,93,20.4,9.5,85,122.4,856,83.3,444.2,,NA,4.2,98.7,14.03,1.4,1.07,G32
3/14/19,619,white,13:12,M,12/18/18,86,32.3,10.7,,69.5,302.8,51.8,210.2,,NA,4.9,178.2,16.47,1.63,1.36,G33
NA,620,agouti,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/14/19,621,white,13:40,M,12/18/18,86,38.3,10.4,132,306.8,986,169.1,766.8,,NA,3.8,159.2,16.15,1.7,1.37,G33
3/14/19,622,agouti,14:13,M,12/18/18,86,30.3,10.4,87,153.8,707.6,56.4,386,,NA,5,129,15.18,1.65,1.22,G33
3/14/19,623,white,14:52,M,12/18/18,86,34.4,10.6,89,304.7,1302.5,68.8,455.8,,2nd week coat rough as if sick or old,5,145.5,16.27,1.72,1.29,G33
3/14/19,624,white,15:23,M,12/18/18,86,24.2,NA,79,116.6,424.7,46.6,525.7,,"decapitated, lost R tibia",4.7,89,14.91,1.36,1.07,G33
NA,625,white,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/15/19,626,agouti,13:32,M,12/18/18,87,33.7,10.6,106,202,1076.5,140.7,635.7,,NA,5.4,190.5,16.5,1.63,1.34,G33
NA,627,black,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/15/19,628,white,14:12,M,12/18/18,87,25.4,10.3,76,53.8,320.4,47.4,156.9,,NA,2.5,133.6,15.1,1.8,1.15,G33
3/15/19,629,agouti,14:40,M,12/18/18,87,32.2,10.3,88,196.8,723.7,105.1,536.6,,NA,6.5,156.4,15.16,1.51,1.18,G33
NA,630,black,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,631,white,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/15/19,632,agouti,15:15,M,12/18/18,87,31.7,10.3,102,255.7,996.3,70.9,477.4,,NA,7.5,150.8,15.47,1.53,1.29,G33
NA,633,black,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,634,black,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,635,agouti,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/15/19,636,agouti,15:45,M,12/18/18,87,29.2,10.4,101,120.4,444,93.7,361.8,,NA,5.4,145.4,15.41,1.56,1.28,G33
NA,637,agouti,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,638,white,NA,M,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,639,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/14/19,640,agouti,10:25,F,12/18/18,86,27.6,10,111,181.9,850.2,79.3,510.7,,NA,6.4,131.3,15.36,1.6,1.4,G33
3/14/19,641,agouti,10:51,F,12/18/18,86,25.3,10,90,61.8,318,75.4,186.7,,NA,4.6,129.7,15.53,1.62,1.13,G33
3/14/19,642,black,11:16,F,12/18/18,86,20.3,9.3,121,0,88.6,28.7,86.1,,NA,4,100,14.6,1.46,1.08,G33
NA,643,white,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,644,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/14/19,645,agouti,11:41,F,12/18/18,86,28.5,10.3,87,117.8,296.6,55.2,463.3,,NA,7.1,152.6,15.7,1.52,1.3,G33
NA,646,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,647,black,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
NA,648,white,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,NA,NA,NA,NA,NA,G33
3/15/19,649,agouti,10:36,F,12/18/18,87,21.4,9.5,41,12,58.1,41.5,99.8,,fresh cage so no food crumbs ON,3.6,120,15.1,1.49,1.31,G33
3/15/19,650,agouti,11:01,F,12/18/18,87,24,9.7,56,109.8,334.3,42.1,320.8,,fresh cage so no food crumbs ON,6.2,132.1,15.23,1.64,1.35,G33
3/15/19,651,white,1125,F,12/18/18,87,25.5,10.5,92,26.7,122.5,40.8,181,,fresh cage so no food crumbs ON,1.8,137.6,16.59,1.49,1.25,G33
3/15/19,652,white,11:50,F,12/18/18,87,24.4,9.8,67,63.3,294.7,51.7,380.2,,fresh cage so no food crumbs ON,5.1,127.3,15.22,1.51,1.2,G33
3/15/19,653,white,12:10,F,12/18/18,87,21.4,9.9,71,16.9,99.4,32.6,118.4,,fresh cage so no food crumbs ON,5.3,111.3,14.8,1.56,1.25,G33
NA,654,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,,NA,NA,NA,NA,G33
NA,655,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,,NA,NA,NA,NA,G33
NA,656,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,,NA,NA,NA,NA,G33
NA,657,agouti,NA,F,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,used for breeding,,NA,NA,NA,NA,G33
3/14/19,658,white,12:03,F,12/18/18,86,18.6,9.6,96,17.4,73.2,30.2,170.3,,NA,4.3,107.1,14,1.24,1.02,G33
3/26/2019,659,agouti,13:13,M,1/8/19,77,28.7,10.6,82,21.2,182.7,39.7,104.3,,NA,6.2,135,16.34,1.81,1.34,G33
3/26/2019,660,agouti,13:39,M,1/8/19,77,32.2,10.5,59,86,326.9,42.2,235.9,,broke L tibia,7.7,156.4,15.58,1.64,1.18,G33
3/26/2019,661,agouti,14:05,M,1/8/19,77,34.8,10.1,77,180.7,905.6,214.7,823.1,,NA,5.3,151.6,15.66,1.88,1.3,G33
3/26/2019,662,agouti,14:30,M,1/8/19,77,28.5,10,50,76.2,655.4,108.3,362.7,,broke L tibia,5.8,146.5,14.83,1.55,1.21,G33
3/26/2019,663,white,14:52,M,1/8/19,77,26.4,10.7,60,13.6,108.3,56.5,125.4,,NA,5.5,158.8,16.12,1.5,1.31,G33
3/27/2019,664,agouti,14:09,M,1/8/19,78,32.2,10.4,80,109.2,559.2,118.6,313.7,,broke L tibia,8.7,170.1,15.45,1.64,1.23,G33
3/27/2019,665,agouti,14:39,M,1/8/19,78,31.1,10.4,84,177.2,590.7,48.5,386.6,,NA,4.4,165.8,16.36,1.46,1.22,G33
3/27/2019,666,white,15:23,M,1/8/19,78,29.9,10.8,88,217.3,615.2,84.1,465.9,,NA,5.4,141.7,17.1,1.75,1.2,G33
3/27/2019,667,white,15:58,M,1/8/19,78,26.1,9.8,79,35,115.4,81.1,140.2,,NA,4.4,117.1,14.42,1.48,1.11,G33
3/27/2019,668,agouti,16:29,M,1/8/19,78,35.4,10.6,97,153,679.7,101.9,586.6,,broke L tibia,4.4,168.4,15.72,1.78,1.35,G33
3/28/2019,669,white,14:06,M,1/8/19,79,28.7,10.7,85,39.8,348.9,58.7,210.8,,NA,4.8,165.1,16.75,1.78,1.3,G33
3/28/2019,670,white,14:31,M,1/8/19,79,30.2,10.5,96,81.9,308.5,63.2,315.3,,NA,6.7,162.2,15.82,1.61,1.19,G33
3/28/2019,671,agouti,15:00,M,1/8/19,79,30.5,10.6,88,135.6,647.6,87.2,365.6,,NA,6.6,138.9,16.02,1.72,1.31,G33
3/28/2019,672,agouti,NA,M,1/8/19,79,28.5,10.4,110,33,252.8,38.2,194.8,,decapitated,2.7,142.9,15.58,1.57,1.12,G33
3/28/2019,673,black,15:50,M,1/8/19,79,26.9,10.2,79,37.1,231,38.6,174.5,,NA,4.7,140.6,14.87,1.42,1.29,G33
3/29/2019,674,black,13:10,M,1/8/19,80,27.3,10.5,70,70.2,379.6,112.3,407.5,,weight loss seen @ 2nd weighing. Gave water bottle and soft food. Teeth ok. Kept on bottle/sf,4.1,146.2,16.18,1.59,1.17,G33
3/29/2019,675,brown,13:40,M,1/8/19,80,30.8,10.2,106,125.4,545.2,71.8,374.1,,"R femur processed as R tibia for 72hrs then frozen in PBS as normally, R tibia processed as R femur for 72hrs then thawed and processed ON in 70% ETOH as normally done",6.1,168.7,15.15,1.74,1.34,G33
3/29/2019,676,brown,14:06,M,1/8/19,80,29.6,10.1,106,179.5,538.1,112,664.8,,NA,4.8,144,15.52,1.5,1.15,G33
3/29/2019,677,white,14:35,M,1/8/19,80,35.4,10.6,81,244,940.8,92.3,635.1,,NA,5.7,158,15.9,1.63,1.35,G33
3/29/2019,678,agouti,15:05,M,1/8/19,80,31,10.1,101,145.6,422.6,67.3,326.7,,NA,4.4,181.7,14.89,1.81,1.28,G33
3/26/2019,679,agouti,10:23,F,1/8/19,77,28.6,10.6,48,65.7,388.5,64.7,336.1,,NA,7.4,131.7,16.37,1.55,1.28,G33
3/26/2019,680,agouti,10:47,F,1/8/19,77,20.6,9.4,60,45.8,136.7,49.9,200.1,,NA,2.1,99,15.11,15.8,1.18,G33
